"Wavelength"   "295 K"      "243 K"      "228 K"      "218 K"
  285.7600   2.2724E-18   2.2085E-18   2.1973E-18   2.1879E-18
  285.7700   2.2710E-18   2.2077E-18   2.1977E-18   2.1880E-18
  285.7800   2.2705E-18   2.2067E-18   2.1966E-18   2.1870E-18
  285.7900   2.2699E-18   2.2066E-18   2.1966E-18   2.1863E-18
  285.8000   2.2678E-18   2.2048E-18   2.1955E-18   2.1851E-18
  285.8100   2.2661E-18   2.2039E-18   2.1942E-18   2.1858E-18
  285.8200   2.2646E-18   2.2036E-18   2.1940E-18   2.1858E-18
  285.8300   2.2640E-18   2.2018E-18   2.1926E-18   2.1846E-18
  285.8400   2.2632E-18   2.2004E-18   2.1929E-18   2.1828E-18
  285.8500   2.2613E-18   2.1992E-18   2.1905E-18   2.1818E-18
  285.8600   2.2599E-18   2.1974E-18   2.1893E-18   2.1814E-18
  285.8700   2.2582E-18   2.1956E-18   2.1878E-18   2.1803E-18
  285.8800   2.2558E-18   2.1942E-18   2.1860E-18   2.1785E-18
  285.8900   2.2542E-18   2.1927E-18   2.1832E-18   2.1763E-18
  285.9000   2.2531E-18   2.1917E-18   2.1813E-18   2.1741E-18
  285.9100   2.2522E-18   2.1898E-18   2.1797E-18   2.1714E-18
  285.9200   2.2485E-18   2.1870E-18   2.1772E-18   2.1699E-18
  285.9300   2.2470E-18   2.1842E-18   2.1757E-18   2.1679E-18
  285.9400   2.2440E-18   2.1817E-18   2.1745E-18   2.1658E-18
  285.9500   2.2429E-18   2.1785E-18   2.1715E-18   2.1637E-18
  285.9600   2.2413E-18   2.1767E-18   2.1682E-18   2.1613E-18
  285.9700   2.2393E-18   2.1755E-18   2.1658E-18   2.1595E-18
  285.9800   2.2373E-18   2.1741E-18   2.1637E-18   2.1564E-18
  285.9900   2.2352E-18   2.1717E-18   2.1616E-18   2.1548E-18
  286.0000   2.2334E-18   2.1691E-18   2.1598E-18   2.1521E-18
  286.0100   2.2318E-18   2.1693E-18   2.1577E-18   2.1491E-18
  286.0200   2.2277E-18   2.1669E-18   2.1553E-18   2.1470E-18
  286.0300   2.2251E-18   2.1645E-18   2.1523E-18   2.1449E-18
  286.0400   2.2221E-18   2.1623E-18   2.1507E-18   2.1416E-18
  286.0500   2.2205E-18   2.1598E-18   2.1481E-18   2.1397E-18
  286.0600   2.2200E-18   2.1570E-18   2.1455E-18   2.1371E-18
  286.0700   2.2176E-18   2.1555E-18   2.1436E-18   2.1351E-18
  286.0800   2.2161E-18   2.1535E-18   2.1412E-18   2.1331E-18
  286.0900   2.2152E-18   2.1515E-18   2.1393E-18   2.1309E-18
  286.1000   2.2139E-18   2.1473E-18   2.1374E-18   2.1289E-18
  286.1100   2.2119E-18   2.1450E-18   2.1352E-18   2.1264E-18
  286.1200   2.2094E-18   2.1429E-18   2.1331E-18   2.1237E-18
  286.1300   2.2066E-18   2.1401E-18   2.1317E-18   2.1225E-18
  286.1400   2.2035E-18   2.1375E-18   2.1295E-18   2.1201E-18
  286.1500   2.2006E-18   2.1348E-18   2.1275E-18   2.1169E-18
  286.1600   2.1981E-18   2.1323E-18   2.1245E-18   2.1145E-18
  286.1700   2.1948E-18   2.1292E-18   2.1213E-18   2.1117E-18
  286.1800   2.1927E-18   2.1270E-18   2.1187E-18   2.1102E-18
  286.1900   2.1891E-18   2.1246E-18   2.1162E-18   2.1088E-18
  286.2000   2.1868E-18   2.1220E-18   2.1133E-18   2.1065E-18
  286.2100   2.1853E-18   2.1199E-18   2.1108E-18   2.1036E-18
  286.2200   2.1827E-18   2.1172E-18   2.1083E-18   2.0999E-18
  286.2300   2.1800E-18   2.1143E-18   2.1064E-18   2.0976E-18
  286.2400   2.1771E-18   2.1133E-18   2.1026E-18   2.0956E-18
  286.2500   2.1766E-18   2.1108E-18   2.1006E-18   2.0937E-18
  286.2600   2.1740E-18   2.1080E-18   2.0975E-18   2.0907E-18
  286.2700   2.1728E-18   2.1058E-18   2.0952E-18   2.0878E-18
  286.2800   2.1705E-18   2.1027E-18   2.0928E-18   2.0837E-18
  286.2900   2.1685E-18   2.0997E-18   2.0895E-18   2.0810E-18
  286.3000   2.1659E-18   2.0983E-18   2.0875E-18   2.0775E-18
  286.3100   2.1622E-18   2.0959E-18   2.0841E-18   2.0747E-18
  286.3200   2.1611E-18   2.0930E-18   2.0816E-18   2.0722E-18
  286.3300   2.1594E-18   2.0884E-18   2.0774E-18   2.0710E-18
  286.3400   2.1584E-18   2.0856E-18   2.0750E-18   2.0691E-18
  286.3500   2.1561E-18   2.0840E-18   2.0718E-18   2.0665E-18
  286.3600   2.1528E-18   2.0814E-18   2.0693E-18   2.0636E-18
  286.3700   2.1514E-18   2.0799E-18   2.0676E-18   2.0610E-18
  286.3800   2.1487E-18   2.0770E-18   2.0655E-18   2.0583E-18
  286.3900   2.1429E-18   2.0742E-18   2.0621E-18   2.0561E-18
  286.4000   2.1403E-18   2.0708E-18   2.0592E-18   2.0542E-18
  286.4100   2.1375E-18   2.0683E-18   2.0554E-18   2.0506E-18
  286.4200   2.1352E-18   2.0656E-18   2.0533E-18   2.0472E-18
  286.4300   2.1322E-18   2.0634E-18   2.0503E-18   2.0447E-18
  286.4400   2.1296E-18   2.0606E-18   2.0466E-18   2.0410E-18
  286.4500   2.1272E-18   2.0567E-18   2.0440E-18   2.0367E-18
  286.4600   2.1238E-18   2.0537E-18   2.0409E-18   2.0335E-18
  286.4700   2.1213E-18   2.0512E-18   2.0378E-18   2.0303E-18
  286.4800   2.1204E-18   2.0487E-18   2.0367E-18   2.0280E-18
  286.4900   2.1190E-18   2.0472E-18   2.0344E-18   2.0257E-18
  286.5000   2.1166E-18   2.0460E-18   2.0323E-18   2.0237E-18
  286.5100   2.1148E-18   2.0436E-18   2.0304E-18   2.0205E-18
  286.5200   2.1109E-18   2.0404E-18   2.0276E-18   2.0181E-18
  286.5300   2.1085E-18   2.0375E-18   2.0243E-18   2.0163E-18
  286.5400   2.1050E-18   2.0338E-18   2.0206E-18   2.0135E-18
  286.5500   2.1032E-18   2.0314E-18   2.0190E-18   2.0104E-18
  286.5600   2.0987E-18   2.0284E-18   2.0170E-18   2.0086E-18
  286.5700   2.0959E-18   2.0252E-18   2.0139E-18   2.0054E-18
  286.5800   2.0946E-18   2.0225E-18   2.0110E-18   2.0025E-18
  286.5900   2.0903E-18   2.0194E-18   2.0089E-18   1.9999E-18
  286.6000   2.0877E-18   2.0177E-18   2.0067E-18   1.9969E-18
  286.6100   2.0853E-18   2.0151E-18   2.0032E-18   1.9952E-18
  286.6200   2.0824E-18   2.0136E-18   2.0009E-18   1.9927E-18
  286.6300   2.0803E-18   2.0097E-18   1.9981E-18   1.9901E-18
  286.6400   2.0787E-18   2.0067E-18   1.9963E-18   1.9880E-18
  286.6500   2.0746E-18   2.0045E-18   1.9932E-18   1.9851E-18
  286.6600   2.0721E-18   2.0017E-18   1.9911E-18   1.9820E-18
  286.6700   2.0688E-18   2.0005E-18   1.9892E-18   1.9801E-18
  286.6800   2.0653E-18   1.9993E-18   1.9864E-18   1.9774E-18
  286.6900   2.0629E-18   1.9962E-18   1.9832E-18   1.9747E-18
  286.7000   2.0603E-18   1.9937E-18   1.9817E-18   1.9723E-18
  286.7100   2.0607E-18   1.9904E-18   1.9795E-18   1.9698E-18
  286.7200   2.0582E-18   1.9894E-18   1.9769E-18   1.9680E-18
  286.7300   2.0543E-18   1.9885E-18   1.9740E-18   1.9658E-18
  286.7400   2.0519E-18   1.9860E-18   1.9721E-18   1.9645E-18
  286.7500   2.0498E-18   1.9838E-18   1.9701E-18   1.9624E-18
  286.7600   2.0471E-18   1.9817E-18   1.9683E-18   1.9601E-18
  286.7700   2.0449E-18   1.9797E-18   1.9672E-18   1.9580E-18
  286.7800   2.0435E-18   1.9774E-18   1.9658E-18   1.9568E-18
  286.7900   2.0431E-18   1.9758E-18   1.9636E-18   1.9551E-18
  286.8000   2.0421E-18   1.9738E-18   1.9619E-18   1.9539E-18
  286.8100   2.0421E-18   1.9718E-18   1.9612E-18   1.9523E-18
  286.8200   2.0399E-18   1.9699E-18   1.9605E-18   1.9505E-18
  286.8300   2.0384E-18   1.9694E-18   1.9590E-18   1.9482E-18
  286.8400   2.0365E-18   1.9674E-18   1.9584E-18   1.9471E-18
  286.8500   2.0349E-18   1.9663E-18   1.9575E-18   1.9457E-18
  286.8600   2.0331E-18   1.9645E-18   1.9562E-18   1.9450E-18
  286.8700   2.0311E-18   1.9645E-18   1.9559E-18   1.9446E-18
  286.8800   2.0288E-18   1.9638E-18   1.9553E-18   1.9431E-18
  286.8900   2.0280E-18   1.9629E-18   1.9543E-18   1.9425E-18
  286.9000   2.0270E-18   1.9628E-18   1.9532E-18   1.9420E-18
  286.9100   2.0268E-18   1.9622E-18   1.9526E-18   1.9410E-18
  286.9200   2.0249E-18   1.9608E-18   1.9526E-18   1.9405E-18
  286.9300   2.0236E-18   1.9602E-18   1.9513E-18   1.9395E-18
  286.9400   2.0220E-18   1.9596E-18   1.9496E-18   1.9391E-18
  286.9500   2.0214E-18   1.9594E-18   1.9479E-18   1.9382E-18
  286.9600   2.0189E-18   1.9588E-18   1.9474E-18   1.9367E-18
  286.9700   2.0174E-18   1.9576E-18   1.9462E-18   1.9361E-18
  286.9800   2.0164E-18   1.9560E-18   1.9444E-18   1.9351E-18
  286.9900   2.0153E-18   1.9540E-18   1.9428E-18   1.9339E-18
  287.0000   2.0148E-18   1.9520E-18   1.9417E-18   1.9332E-18
  287.0100   2.0148E-18   1.9504E-18   1.9408E-18   1.9326E-18
  287.0200   2.0124E-18   1.9487E-18   1.9401E-18   1.9306E-18
  287.0300   2.0107E-18   1.9475E-18   1.9389E-18   1.9288E-18
  287.0400   2.0078E-18   1.9460E-18   1.9384E-18   1.9274E-18
  287.0500   2.0063E-18   1.9443E-18   1.9371E-18   1.9258E-18
  287.0600   2.0044E-18   1.9432E-18   1.9349E-18   1.9251E-18
  287.0700   2.0019E-18   1.9425E-18   1.9343E-18   1.9239E-18
  287.0800   2.0015E-18   1.9415E-18   1.9319E-18   1.9226E-18
  287.0900   2.0004E-18   1.9410E-18   1.9304E-18   1.9216E-18
  287.1000   1.9984E-18   1.9395E-18   1.9287E-18   1.9196E-18
  287.1100   1.9965E-18   1.9378E-18   1.9271E-18   1.9190E-18
  287.1200   1.9964E-18   1.9355E-18   1.9266E-18   1.9182E-18
  287.1300   1.9930E-18   1.9342E-18   1.9249E-18   1.9171E-18
  287.1400   1.9922E-18   1.9323E-18   1.9235E-18   1.9152E-18
  287.1500   1.9930E-18   1.9302E-18   1.9223E-18   1.9133E-18
  287.1600   1.9921E-18   1.9280E-18   1.9204E-18   1.9117E-18
  287.1700   1.9914E-18   1.9262E-18   1.9194E-18   1.9103E-18
  287.1800   1.9892E-18   1.9249E-18   1.9183E-18   1.9093E-18
  287.1900   1.9860E-18   1.9235E-18   1.9175E-18   1.9070E-18
  287.2000   1.9835E-18   1.9228E-18   1.9144E-18   1.9051E-18
  287.2100   1.9810E-18   1.9211E-18   1.9117E-18   1.9041E-18
  287.2200   1.9796E-18   1.9192E-18   1.9100E-18   1.9026E-18
  287.2300   1.9765E-18   1.9165E-18   1.9081E-18   1.9005E-18
  287.2400   1.9737E-18   1.9153E-18   1.9056E-18   1.8985E-18
  287.2500   1.9738E-18   1.9128E-18   1.9029E-18   1.8953E-18
  287.2600   1.9725E-18   1.9105E-18   1.9010E-18   1.8924E-18
  287.2700   1.9700E-18   1.9081E-18   1.8980E-18   1.8898E-18
  287.2800   1.9683E-18   1.9056E-18   1.8952E-18   1.8874E-18
  287.2900   1.9672E-18   1.9030E-18   1.8923E-18   1.8854E-18
  287.3000   1.9653E-18   1.9009E-18   1.8900E-18   1.8833E-18
  287.3100   1.9628E-18   1.8984E-18   1.8877E-18   1.8816E-18
  287.3200   1.9599E-18   1.8965E-18   1.8857E-18   1.8788E-18
  287.3300   1.9575E-18   1.8936E-18   1.8829E-18   1.8755E-18
  287.3400   1.9554E-18   1.8909E-18   1.8805E-18   1.8731E-18
  287.3500   1.9522E-18   1.8882E-18   1.8778E-18   1.8706E-18
  287.3600   1.9491E-18   1.8849E-18   1.8760E-18   1.8673E-18
  287.3700   1.9453E-18   1.8813E-18   1.8732E-18   1.8637E-18
  287.3800   1.9438E-18   1.8775E-18   1.8703E-18   1.8605E-18
  287.3900   1.9400E-18   1.8742E-18   1.8677E-18   1.8562E-18
  287.4000   1.9380E-18   1.8709E-18   1.8639E-18   1.8530E-18
  287.4100   1.9358E-18   1.8674E-18   1.8600E-18   1.8499E-18
  287.4200   1.9310E-18   1.8640E-18   1.8564E-18   1.8467E-18
  287.4300   1.9268E-18   1.8595E-18   1.8528E-18   1.8426E-18
  287.4400   1.9239E-18   1.8565E-18   1.8491E-18   1.8388E-18
  287.4500   1.9217E-18   1.8544E-18   1.8448E-18   1.8348E-18
  287.4600   1.9191E-18   1.8504E-18   1.8396E-18   1.8309E-18
  287.4700   1.9169E-18   1.8480E-18   1.8339E-18   1.8271E-18
  287.4800   1.9142E-18   1.8445E-18   1.8306E-18   1.8232E-18
  287.4900   1.9108E-18   1.8404E-18   1.8270E-18   1.8189E-18
  287.5000   1.9056E-18   1.8368E-18   1.8227E-18   1.8145E-18
  287.5100   1.9032E-18   1.8339E-18   1.8181E-18   1.8109E-18
  287.5200   1.9001E-18   1.8291E-18   1.8142E-18   1.8066E-18
  287.5300   1.8959E-18   1.8246E-18   1.8111E-18   1.8027E-18
  287.5400   1.8920E-18   1.8206E-18   1.8071E-18   1.7978E-18
  287.5500   1.8893E-18   1.8165E-18   1.8032E-18   1.7942E-18
  287.5600   1.8852E-18   1.8124E-18   1.8001E-18   1.7902E-18
  287.5700   1.8811E-18   1.8092E-18   1.7953E-18   1.7858E-18
  287.5800   1.8768E-18   1.8053E-18   1.7914E-18   1.7817E-18
  287.5900   1.8738E-18   1.8012E-18   1.7876E-18   1.7773E-18
  287.6000   1.8710E-18   1.7976E-18   1.7832E-18   1.7734E-18
  287.6100   1.8683E-18   1.7947E-18   1.7793E-18   1.7697E-18
  287.6200   1.8647E-18   1.7907E-18   1.7758E-18   1.7663E-18
  287.6300   1.8609E-18   1.7869E-18   1.7724E-18   1.7621E-18
  287.6400   1.8559E-18   1.7834E-18   1.7681E-18   1.7575E-18
  287.6500   1.8533E-18   1.7790E-18   1.7646E-18   1.7525E-18
  287.6600   1.8505E-18   1.7744E-18   1.7604E-18   1.7491E-18
  287.6700   1.8486E-18   1.7720E-18   1.7584E-18   1.7457E-18
  287.6800   1.8457E-18   1.7690E-18   1.7545E-18   1.7421E-18
  287.6900   1.8436E-18   1.7662E-18   1.7508E-18   1.7383E-18
  287.7000   1.8402E-18   1.7615E-18   1.7466E-18   1.7350E-18
  287.7100   1.8365E-18   1.7574E-18   1.7433E-18   1.7316E-18
  287.7200   1.8329E-18   1.7536E-18   1.7405E-18   1.7292E-18
  287.7300   1.8296E-18   1.7508E-18   1.7374E-18   1.7257E-18
  287.7400   1.8258E-18   1.7470E-18   1.7344E-18   1.7224E-18
  287.7500   1.8229E-18   1.7436E-18   1.7311E-18   1.7184E-18
  287.7600   1.8197E-18   1.7401E-18   1.7274E-18   1.7155E-18
  287.7700   1.8168E-18   1.7366E-18   1.7245E-18   1.7130E-18
  287.7800   1.8140E-18   1.7332E-18   1.7203E-18   1.7099E-18
  287.7900   1.8111E-18   1.7309E-18   1.7178E-18   1.7072E-18
  287.8000   1.8082E-18   1.7279E-18   1.7151E-18   1.7047E-18
  287.8100   1.8054E-18   1.7256E-18   1.7114E-18   1.7014E-18
  287.8200   1.8028E-18   1.7224E-18   1.7080E-18   1.6984E-18
  287.8300   1.8004E-18   1.7200E-18   1.7052E-18   1.6957E-18
  287.8400   1.7963E-18   1.7183E-18   1.7030E-18   1.6930E-18
  287.8500   1.7929E-18   1.7155E-18   1.6991E-18   1.6902E-18
  287.8600   1.7895E-18   1.7126E-18   1.6958E-18   1.6871E-18
  287.8700   1.7863E-18   1.7097E-18   1.6927E-18   1.6845E-18
  287.8800   1.7853E-18   1.7072E-18   1.6903E-18   1.6811E-18
  287.8900   1.7840E-18   1.7054E-18   1.6885E-18   1.6780E-18
  287.9000   1.7821E-18   1.7029E-18   1.6862E-18   1.6755E-18
  287.9100   1.7780E-18   1.6998E-18   1.6845E-18   1.6732E-18
  287.9200   1.7744E-18   1.6978E-18   1.6825E-18   1.6703E-18
  287.9300   1.7719E-18   1.6943E-18   1.6805E-18   1.6686E-18
  287.9400   1.7682E-18   1.6923E-18   1.6792E-18   1.6655E-18
  287.9500   1.7673E-18   1.6908E-18   1.6768E-18   1.6637E-18
  287.9600   1.7667E-18   1.6889E-18   1.6741E-18   1.6621E-18
  287.9700   1.7640E-18   1.6869E-18   1.6722E-18   1.6606E-18
  287.9800   1.7608E-18   1.6839E-18   1.6696E-18   1.6584E-18
  287.9900   1.7576E-18   1.6812E-18   1.6676E-18   1.6568E-18
  288.0000   1.7561E-18   1.6793E-18   1.6659E-18   1.6547E-18
  288.0100   1.7540E-18   1.6773E-18   1.6640E-18   1.6529E-18
  288.0200   1.7525E-18   1.6756E-18   1.6634E-18   1.6504E-18
  288.0300   1.7516E-18   1.6726E-18   1.6611E-18   1.6494E-18
  288.0400   1.7499E-18   1.6697E-18   1.6591E-18   1.6475E-18
  288.0500   1.7480E-18   1.6687E-18   1.6567E-18   1.6455E-18
  288.0600   1.7465E-18   1.6677E-18   1.6549E-18   1.6434E-18
  288.0700   1.7438E-18   1.6667E-18   1.6544E-18   1.6418E-18
  288.0800   1.7410E-18   1.6654E-18   1.6521E-18   1.6401E-18
  288.0900   1.7395E-18   1.6635E-18   1.6516E-18   1.6397E-18
  288.1000   1.7399E-18   1.6629E-18   1.6499E-18   1.6387E-18
  288.1100   1.7373E-18   1.6609E-18   1.6467E-18   1.6373E-18
  288.1200   1.7339E-18   1.6598E-18   1.6444E-18   1.6353E-18
  288.1300   1.7312E-18   1.6569E-18   1.6425E-18   1.6333E-18
  288.1400   1.7279E-18   1.6534E-18   1.6402E-18   1.6316E-18
  288.1500   1.7257E-18   1.6507E-18   1.6384E-18   1.6296E-18
  288.1600   1.7240E-18   1.6474E-18   1.6367E-18   1.6287E-18
  288.1700   1.7225E-18   1.6453E-18   1.6344E-18   1.6274E-18
  288.1800   1.7208E-18   1.6428E-18   1.6328E-18   1.6254E-18
  288.1900   1.7176E-18   1.6407E-18   1.6302E-18   1.6238E-18
  288.2000   1.7144E-18   1.6396E-18   1.6286E-18   1.6223E-18
  288.2100   1.7128E-18   1.6379E-18   1.6268E-18   1.6212E-18
  288.2200   1.7102E-18   1.6368E-18   1.6249E-18   1.6195E-18
  288.2300   1.7084E-18   1.6363E-18   1.6221E-18   1.6172E-18
  288.2400   1.7053E-18   1.6359E-18   1.6198E-18   1.6158E-18
  288.2500   1.7041E-18   1.6341E-18   1.6181E-18   1.6144E-18
  288.2600   1.7031E-18   1.6329E-18   1.6163E-18   1.6119E-18
  288.2700   1.7011E-18   1.6311E-18   1.6155E-18   1.6104E-18
  288.2800   1.7006E-18   1.6290E-18   1.6141E-18   1.6084E-18
  288.2900   1.6984E-18   1.6271E-18   1.6132E-18   1.6063E-18
  288.3000   1.6969E-18   1.6261E-18   1.6125E-18   1.6048E-18
  288.3100   1.6959E-18   1.6242E-18   1.6124E-18   1.6031E-18
  288.3200   1.6918E-18   1.6223E-18   1.6116E-18   1.6015E-18
  288.3300   1.6899E-18   1.6212E-18   1.6108E-18   1.5993E-18
  288.3400   1.6877E-18   1.6196E-18   1.6095E-18   1.5975E-18
  288.3500   1.6862E-18   1.6195E-18   1.6081E-18   1.5962E-18
  288.3600   1.6857E-18   1.6184E-18   1.6072E-18   1.5942E-18
  288.3700   1.6834E-18   1.6173E-18   1.6058E-18   1.5935E-18
  288.3800   1.6826E-18   1.6148E-18   1.6048E-18   1.5929E-18
  288.3900   1.6798E-18   1.6123E-18   1.6034E-18   1.5927E-18
  288.4000   1.6777E-18   1.6114E-18   1.6017E-18   1.5921E-18
  288.4100   1.6766E-18   1.6100E-18   1.6003E-18   1.5919E-18
  288.4200   1.6753E-18   1.6084E-18   1.5987E-18   1.5905E-18
  288.4300   1.6751E-18   1.6075E-18   1.5970E-18   1.5899E-18
  288.4400   1.6740E-18   1.6070E-18   1.5962E-18   1.5887E-18
  288.4500   1.6723E-18   1.6070E-18   1.5955E-18   1.5874E-18
  288.4600   1.6704E-18   1.6052E-18   1.5940E-18   1.5857E-18
  288.4700   1.6700E-18   1.6050E-18   1.5921E-18   1.5843E-18
  288.4800   1.6689E-18   1.6042E-18   1.5910E-18   1.5833E-18
  288.4900   1.6665E-18   1.6033E-18   1.5907E-18   1.5826E-18
  288.5000   1.6674E-18   1.6024E-18   1.5901E-18   1.5813E-18
  288.5100   1.6652E-18   1.6012E-18   1.5891E-18   1.5798E-18
  288.5200   1.6636E-18   1.5994E-18   1.5875E-18   1.5785E-18
  288.5300   1.6625E-18   1.5976E-18   1.5862E-18   1.5769E-18
  288.5400   1.6622E-18   1.5955E-18   1.5842E-18   1.5755E-18
  288.5500   1.6600E-18   1.5937E-18   1.5827E-18   1.5745E-18
  288.5600   1.6596E-18   1.5923E-18   1.5816E-18   1.5735E-18
  288.5700   1.6589E-18   1.5905E-18   1.5801E-18   1.5717E-18
  288.5800   1.6581E-18   1.5889E-18   1.5785E-18   1.5700E-18
  288.5900   1.6572E-18   1.5863E-18   1.5768E-18   1.5687E-18
  288.6000   1.6560E-18   1.5859E-18   1.5749E-18   1.5673E-18
  288.6100   1.6539E-18   1.5847E-18   1.5741E-18   1.5662E-18
  288.6200   1.6511E-18   1.5828E-18   1.5721E-18   1.5652E-18
  288.6300   1.6488E-18   1.5816E-18   1.5709E-18   1.5636E-18
  288.6400   1.6481E-18   1.5808E-18   1.5696E-18   1.5620E-18
  288.6500   1.6451E-18   1.5782E-18   1.5670E-18   1.5604E-18
  288.6600   1.6425E-18   1.5766E-18   1.5655E-18   1.5588E-18
  288.6700   1.6404E-18   1.5747E-18   1.5631E-18   1.5571E-18
  288.6800   1.6381E-18   1.5732E-18   1.5614E-18   1.5552E-18
  288.6900   1.6358E-18   1.5706E-18   1.5603E-18   1.5539E-18
  288.7000   1.6334E-18   1.5689E-18   1.5584E-18   1.5524E-18
  288.7100   1.6322E-18   1.5680E-18   1.5575E-18   1.5506E-18
  288.7200   1.6311E-18   1.5657E-18   1.5561E-18   1.5490E-18
  288.7300   1.6280E-18   1.5639E-18   1.5545E-18   1.5477E-18
  288.7400   1.6258E-18   1.5627E-18   1.5534E-18   1.5457E-18
  288.7500   1.6251E-18   1.5617E-18   1.5514E-18   1.5440E-18
  288.7600   1.6236E-18   1.5602E-18   1.5493E-18   1.5421E-18
  288.7700   1.6223E-18   1.5589E-18   1.5481E-18   1.5395E-18
  288.7800   1.6204E-18   1.5569E-18   1.5465E-18   1.5382E-18
  288.7900   1.6194E-18   1.5543E-18   1.5447E-18   1.5363E-18
  288.8000   1.6172E-18   1.5529E-18   1.5419E-18   1.5340E-18
  288.8100   1.6152E-18   1.5514E-18   1.5390E-18   1.5313E-18
  288.8200   1.6160E-18   1.5494E-18   1.5365E-18   1.5285E-18
  288.8300   1.6155E-18   1.5473E-18   1.5341E-18   1.5265E-18
  288.8400   1.6118E-18   1.5459E-18   1.5327E-18   1.5237E-18
  288.8500   1.6082E-18   1.5442E-18   1.5309E-18   1.5220E-18
  288.8600   1.6048E-18   1.5424E-18   1.5292E-18   1.5193E-18
  288.8700   1.6030E-18   1.5408E-18   1.5274E-18   1.5173E-18
  288.8800   1.6015E-18   1.5394E-18   1.5255E-18   1.5162E-18
  288.8900   1.6001E-18   1.5368E-18   1.5243E-18   1.5148E-18
  288.9000   1.5970E-18   1.5345E-18   1.5230E-18   1.5128E-18
  288.9100   1.5953E-18   1.5321E-18   1.5210E-18   1.5102E-18
  288.9200   1.5931E-18   1.5301E-18   1.5188E-18   1.5093E-18
  288.9300   1.5921E-18   1.5282E-18   1.5171E-18   1.5065E-18
  288.9400   1.5908E-18   1.5257E-18   1.5154E-18   1.5041E-18
  288.9500   1.5895E-18   1.5227E-18   1.5131E-18   1.5029E-18
  288.9600   1.5888E-18   1.5205E-18   1.5099E-18   1.5008E-18
  288.9700   1.5853E-18   1.5181E-18   1.5084E-18   1.4988E-18
  288.9800   1.5837E-18   1.5168E-18   1.5070E-18   1.4965E-18
  288.9900   1.5816E-18   1.5141E-18   1.5054E-18   1.4954E-18
  289.0000   1.5779E-18   1.5123E-18   1.5039E-18   1.4950E-18
  289.0100   1.5753E-18   1.5112E-18   1.5019E-18   1.4931E-18
  289.0200   1.5732E-18   1.5095E-18   1.5005E-18   1.4903E-18
  289.0300   1.5703E-18   1.5077E-18   1.4978E-18   1.4891E-18
  289.0400   1.5683E-18   1.5070E-18   1.4961E-18   1.4871E-18
  289.0500   1.5652E-18   1.5058E-18   1.4951E-18   1.4860E-18
  289.0600   1.5647E-18   1.5045E-18   1.4934E-18   1.4846E-18
  289.0700   1.5619E-18   1.5026E-18   1.4923E-18   1.4830E-18
  289.0800   1.5596E-18   1.5023E-18   1.4908E-18   1.4819E-18
  289.0900   1.5574E-18   1.5002E-18   1.4892E-18   1.4800E-18
  289.1000   1.5574E-18   1.4986E-18   1.4883E-18   1.4786E-18
  289.1100   1.5576E-18   1.4966E-18   1.4864E-18   1.4774E-18
  289.1200   1.5560E-18   1.4953E-18   1.4844E-18   1.4761E-18
  289.1300   1.5539E-18   1.4941E-18   1.4827E-18   1.4745E-18
  289.1400   1.5528E-18   1.4924E-18   1.4812E-18   1.4734E-18
  289.1500   1.5493E-18   1.4901E-18   1.4789E-18   1.4712E-18
  289.1600   1.5478E-18   1.4886E-18   1.4768E-18   1.4696E-18
  289.1700   1.5459E-18   1.4874E-18   1.4754E-18   1.4679E-18
  289.1800   1.5448E-18   1.4859E-18   1.4735E-18   1.4664E-18
  289.1900   1.5433E-18   1.4832E-18   1.4722E-18   1.4646E-18
  289.2000   1.5414E-18   1.4813E-18   1.4706E-18   1.4626E-18
  289.2100   1.5403E-18   1.4794E-18   1.4689E-18   1.4609E-18
  289.2200   1.5388E-18   1.4770E-18   1.4671E-18   1.4598E-18
  289.2300   1.5372E-18   1.4750E-18   1.4646E-18   1.4579E-18
  289.2400   1.5358E-18   1.4743E-18   1.4634E-18   1.4572E-18
  289.2500   1.5328E-18   1.4729E-18   1.4624E-18   1.4565E-18
  289.2600   1.5305E-18   1.4712E-18   1.4612E-18   1.4546E-18
  289.2700   1.5277E-18   1.4690E-18   1.4597E-18   1.4528E-18
  289.2800   1.5260E-18   1.4674E-18   1.4582E-18   1.4508E-18
  289.2900   1.5237E-18   1.4649E-18   1.4559E-18   1.4489E-18
  289.3000   1.5213E-18   1.4628E-18   1.4543E-18   1.4472E-18
  289.3100   1.5179E-18   1.4611E-18   1.4533E-18   1.4454E-18
  289.3200   1.5162E-18   1.4598E-18   1.4514E-18   1.4438E-18
  289.3300   1.5153E-18   1.4573E-18   1.4488E-18   1.4416E-18
  289.3400   1.5137E-18   1.4550E-18   1.4474E-18   1.4389E-18
  289.3500   1.5139E-18   1.4537E-18   1.4465E-18   1.4371E-18
  289.3600   1.5131E-18   1.4522E-18   1.4438E-18   1.4356E-18
  289.3700   1.5101E-18   1.4501E-18   1.4420E-18   1.4344E-18
  289.3800   1.5081E-18   1.4500E-18   1.4400E-18   1.4319E-18
  289.3900   1.5058E-18   1.4489E-18   1.4377E-18   1.4298E-18
  289.4000   1.5048E-18   1.4464E-18   1.4352E-18   1.4286E-18
  289.4100   1.5032E-18   1.4440E-18   1.4330E-18   1.4261E-18
  289.4200   1.5007E-18   1.4427E-18   1.4305E-18   1.4244E-18
