"Wavelength"   "295 K"      "243 K"      "228 K"      "218 K"
  198.6300   3.2642E-19   3.2141E-19   3.2149E-19   3.2256E-19
  198.6400   3.2648E-19   3.2156E-19   3.2134E-19   3.2269E-19
  198.6500   3.2641E-19   3.2159E-19   3.2120E-19   3.2272E-19
  198.6600   3.2622E-19   3.2156E-19   3.2093E-19   3.2290E-19
  198.6700   3.2649E-19   3.2123E-19   3.2076E-19   3.2293E-19
  198.6800   3.2623E-19   3.2120E-19   3.2071E-19   3.2275E-19
  198.6900   3.2626E-19   3.2116E-19   3.2067E-19   3.2256E-19
  198.7000   3.2574E-19   3.2111E-19   3.2062E-19   3.2215E-19
  198.7100   3.2587E-19   3.2102E-19   3.2030E-19   3.2178E-19
  198.7200   3.2601E-19   3.2111E-19   3.2032E-19   3.2168E-19
  198.7300   3.2608E-19   3.2117E-19   3.2043E-19   3.2154E-19
  198.7400   3.2551E-19   3.2101E-19   3.2033E-19   3.2149E-19
  198.7500   3.2511E-19   3.2058E-19   3.2020E-19   3.2145E-19
  198.7600   3.2488E-19   3.2034E-19   3.2020E-19   3.2144E-19
  198.7700   3.2484E-19   3.2024E-19   3.2014E-19   3.2144E-19
  198.7800   3.2472E-19   3.2019E-19   3.2022E-19   3.2109E-19
  198.7900   3.2462E-19   3.2006E-19   3.2003E-19   3.2089E-19
  198.8000   3.2445E-19   3.2025E-19   3.1999E-19   3.2076E-19
  198.8100   3.2415E-19   3.2032E-19   3.1998E-19   3.2061E-19
  198.8200   3.2434E-19   3.2029E-19   3.1979E-19   3.2044E-19
  198.8300   3.2453E-19   3.2013E-19   3.1970E-19   3.2039E-19
  198.8400   3.2423E-19   3.2003E-19   3.1977E-19   3.2025E-19
  198.8500   3.2382E-19   3.1988E-19   3.1983E-19   3.2003E-19
  198.8600   3.2393E-19   3.1981E-19   3.1999E-19   3.1981E-19
  198.8700   3.2346E-19   3.1968E-19   3.1996E-19   3.1972E-19
  198.8800   3.2353E-19   3.1967E-19   3.2000E-19   3.1981E-19
  198.8900   3.2327E-19   3.1956E-19   3.1988E-19   3.1983E-19
  198.9000   3.2321E-19   3.1961E-19   3.1976E-19   3.1986E-19
  198.9100   3.2293E-19   3.1953E-19   3.1953E-19   3.1979E-19
  198.9200   3.2312E-19   3.1945E-19   3.1953E-19   3.1976E-19
  198.9300   3.2315E-19   3.1939E-19   3.1939E-19   3.1965E-19
  198.9400   3.2293E-19   3.1942E-19   3.1929E-19   3.1955E-19
  198.9500   3.2279E-19   3.1925E-19   3.1909E-19   3.1939E-19
  198.9600   3.2256E-19   3.1897E-19   3.1904E-19   3.1935E-19
  198.9700   3.2243E-19   3.1886E-19   3.1893E-19   3.1917E-19
  198.9800   3.2233E-19   3.1864E-19   3.1878E-19   3.1915E-19
  198.9900   3.2233E-19   3.1852E-19   3.1867E-19   3.1905E-19
  199.0000   3.2215E-19   3.1843E-19   3.1874E-19   3.1912E-19
  199.0100   3.2185E-19   3.1844E-19   3.1857E-19   3.1894E-19
  199.0200   3.2191E-19   3.1839E-19   3.1836E-19   3.1885E-19
  199.0300   3.2214E-19   3.1824E-19   3.1820E-19   3.1868E-19
  199.0400   3.2210E-19   3.1818E-19   3.1801E-19   3.1858E-19
  199.0500   3.2179E-19   3.1820E-19   3.1771E-19   3.1836E-19
  199.0600   3.2157E-19   3.1805E-19   3.1750E-19   3.1834E-19
  199.0700   3.2148E-19   3.1823E-19   3.1755E-19   3.1818E-19
  199.0800   3.2163E-19   3.1822E-19   3.1761E-19   3.1810E-19
  199.0900   3.2160E-19   3.1811E-19   3.1781E-19   3.1802E-19
  199.1000   3.2155E-19   3.1788E-19   3.1790E-19   3.1786E-19
  199.1100   3.2183E-19   3.1776E-19   3.1807E-19   3.1782E-19
  199.1200   3.2146E-19   3.1757E-19   3.1808E-19   3.1795E-19
  199.1300   3.2139E-19   3.1746E-19   3.1798E-19   3.1783E-19
  199.1400   3.2150E-19   3.1729E-19   3.1784E-19   3.1784E-19
  199.1500   3.2145E-19   3.1743E-19   3.1767E-19   3.1782E-19
  199.1600   3.2136E-19   3.1738E-19   3.1752E-19   3.1792E-19
  199.1700   3.2134E-19   3.1744E-19   3.1736E-19   3.1788E-19
  199.1800   3.2140E-19   3.1730E-19   3.1704E-19   3.1776E-19
  199.1900   3.2090E-19   3.1724E-19   3.1699E-19   3.1789E-19
  199.2000   3.2065E-19   3.1715E-19   3.1700E-19   3.1799E-19
  199.2100   3.2038E-19   3.1707E-19   3.1703E-19   3.1796E-19
  199.2200   3.2022E-19   3.1693E-19   3.1701E-19   3.1789E-19
  199.2300   3.2000E-19   3.1701E-19   3.1691E-19   3.1783E-19
  199.2400   3.2006E-19   3.1688E-19   3.1676E-19   3.1764E-19
  199.2500   3.1988E-19   3.1685E-19   3.1653E-19   3.1742E-19
  199.2600   3.1984E-19   3.1651E-19   3.1621E-19   3.1726E-19
  199.2700   3.1958E-19   3.1636E-19   3.1613E-19   3.1709E-19
  199.2800   3.2009E-19   3.1628E-19   3.1618E-19   3.1704E-19
  199.2900   3.2038E-19   3.1619E-19   3.1623E-19   3.1707E-19
  199.3000   3.2053E-19   3.1616E-19   3.1618E-19   3.1696E-19
  199.3100   3.2057E-19   3.1599E-19   3.1609E-19   3.1694E-19
  199.3200   3.1998E-19   3.1568E-19   3.1593E-19   3.1685E-19
  199.3300   3.1966E-19   3.1529E-19   3.1579E-19   3.1671E-19
  199.3400   3.1947E-19   3.1494E-19   3.1567E-19   3.1639E-19
  199.3500   3.1954E-19   3.1477E-19   3.1558E-19   3.1615E-19
  199.3600   3.1957E-19   3.1450E-19   3.1562E-19   3.1621E-19
  199.3700   3.1913E-19   3.1443E-19   3.1568E-19   3.1620E-19
  199.3800   3.1897E-19   3.1455E-19   3.1560E-19   3.1619E-19
  199.3900   3.1907E-19   3.1449E-19   3.1553E-19   3.1621E-19
  199.4000   3.1906E-19   3.1439E-19   3.1542E-19   3.1623E-19
  199.4100   3.1926E-19   3.1430E-19   3.1527E-19   3.1610E-19
  199.4200   3.1928E-19   3.1411E-19   3.1494E-19   3.1594E-19
  199.4300   3.1863E-19   3.1423E-19   3.1490E-19   3.1578E-19
  199.4400   3.1859E-19   3.1411E-19   3.1487E-19   3.1580E-19
  199.4500   3.1857E-19   3.1422E-19   3.1491E-19   3.1573E-19
  199.4600   3.1851E-19   3.1466E-19   3.1492E-19   3.1563E-19
  199.4700   3.1830E-19   3.1486E-19   3.1496E-19   3.1545E-19
  199.4800   3.1862E-19   3.1502E-19   3.1488E-19   3.1549E-19
  199.4900   3.1875E-19   3.1506E-19   3.1482E-19   3.1562E-19
  199.5000   3.1911E-19   3.1485E-19   3.1455E-19   3.1559E-19
  199.5100   3.1912E-19   3.1492E-19   3.1466E-19   3.1549E-19
  199.5200   3.1912E-19   3.1471E-19   3.1457E-19   3.1555E-19
  199.5300   3.1834E-19   3.1463E-19   3.1449E-19   3.1543E-19
  199.5400   3.1843E-19   3.1480E-19   3.1448E-19   3.1529E-19
  199.5500   3.1861E-19   3.1484E-19   3.1439E-19   3.1527E-19
  199.5600   3.1848E-19   3.1483E-19   3.1426E-19   3.1538E-19
  199.5700   3.1845E-19   3.1476E-19   3.1427E-19   3.1536E-19
  199.5800   3.1853E-19   3.1471E-19   3.1435E-19   3.1532E-19
  199.5900   3.1869E-19   3.1468E-19   3.1439E-19   3.1529E-19
  199.6000   3.1868E-19   3.1444E-19   3.1432E-19   3.1517E-19
  199.6100   3.1853E-19   3.1432E-19   3.1424E-19   3.1490E-19
  199.6200   3.1839E-19   3.1441E-19   3.1398E-19   3.1464E-19
  199.6300   3.1803E-19   3.1441E-19   3.1381E-19   3.1460E-19
  199.6400   3.1791E-19   3.1438E-19   3.1372E-19   3.1455E-19
  199.6500   3.1771E-19   3.1432E-19   3.1387E-19   3.1449E-19
  199.6600   3.1741E-19   3.1428E-19   3.1404E-19   3.1455E-19
  199.6700   3.1739E-19   3.1435E-19   3.1393E-19   3.1462E-19
  199.6800   3.1710E-19   3.1405E-19   3.1391E-19   3.1464E-19
  199.6900   3.1718E-19   3.1396E-19   3.1404E-19   3.1452E-19
  199.7000   3.1723E-19   3.1379E-19   3.1380E-19   3.1440E-19
  199.7100   3.1747E-19   3.1370E-19   3.1373E-19   3.1449E-19
  199.7200   3.1717E-19   3.1375E-19   3.1373E-19   3.1455E-19
  199.7300   3.1731E-19   3.1368E-19   3.1384E-19   3.1459E-19
  199.7400   3.1737E-19   3.1371E-19   3.1377E-19   3.1453E-19
  199.7500   3.1747E-19   3.1376E-19   3.1366E-19   3.1468E-19
  199.7600   3.1750E-19   3.1374E-19   3.1364E-19   3.1469E-19
  199.7700   3.1766E-19   3.1381E-19   3.1370E-19   3.1451E-19
  199.7800   3.1791E-19   3.1363E-19   3.1341E-19   3.1412E-19
  199.7900   3.1770E-19   3.1359E-19   3.1321E-19   3.1372E-19
  199.8000   3.1783E-19   3.1358E-19   3.1314E-19   3.1334E-19
  199.8100   3.1814E-19   3.1357E-19   3.1298E-19   3.1298E-19
  199.8200   3.1786E-19   3.1348E-19   3.1284E-19   3.1264E-19
  199.8300   3.1798E-19   3.1346E-19   3.1287E-19   3.1263E-19
  199.8400   3.1751E-19   3.1355E-19   3.1287E-19   3.1264E-19
  199.8500   3.1705E-19   3.1353E-19   3.1279E-19   3.1276E-19
  199.8600   3.1665E-19   3.1328E-19   3.1260E-19   3.1259E-19
  199.8700   3.1645E-19   3.1312E-19   3.1247E-19   3.1264E-19
  199.8800   3.1622E-19   3.1307E-19   3.1234E-19   3.1276E-19
  199.8900   3.1623E-19   3.1307E-19   3.1229E-19   3.1273E-19
  199.9000   3.1615E-19   3.1303E-19   3.1219E-19   3.1277E-19
  199.9100   3.1619E-19   3.1305E-19   3.1214E-19   3.1278E-19
  199.9200   3.1591E-19   3.1280E-19   3.1208E-19   3.1276E-19
  199.9300   3.1599E-19   3.1263E-19   3.1195E-19   3.1280E-19
  199.9400   3.1600E-19   3.1239E-19   3.1187E-19   3.1262E-19
  199.9500   3.1626E-19   3.1229E-19   3.1189E-19   3.1255E-19
  199.9600   3.1624E-19   3.1241E-19   3.1186E-19   3.1245E-19
  199.9700   3.1585E-19   3.1249E-19   3.1209E-19   3.1233E-19
  199.9800   3.1556E-19   3.1248E-19   3.1220E-19   3.1225E-19
  199.9900   3.1543E-19   3.1233E-19   3.1225E-19   3.1202E-19
  200.0000   3.1559E-19   3.1204E-19   3.1215E-19   3.1206E-19
  200.0100   3.1574E-19   3.1193E-19   3.1209E-19   3.1211E-19
  200.0200   3.1573E-19   3.1181E-19   3.1185E-19   3.1200E-19
  200.0300   3.1584E-19   3.1179E-19   3.1162E-19   3.1198E-19
  200.0400   3.1541E-19   3.1172E-19   3.1144E-19   3.1202E-19
  200.0500   3.1548E-19   3.1178E-19   3.1144E-19   3.1201E-19
  200.0600   3.1534E-19   3.1175E-19   3.1148E-19   3.1178E-19
  200.0700   3.1541E-19   3.1168E-19   3.1144E-19   3.1171E-19
  200.0800   3.1577E-19   3.1167E-19   3.1150E-19   3.1196E-19
  200.0900   3.1567E-19   3.1162E-19   3.1162E-19   3.1210E-19
  200.1000   3.1541E-19   3.1136E-19   3.1155E-19   3.1216E-19
  200.1100   3.1512E-19   3.1125E-19   3.1156E-19   3.1222E-19
  200.1200   3.1510E-19   3.1113E-19   3.1161E-19   3.1239E-19
  200.1300   3.1532E-19   3.1128E-19   3.1161E-19   3.1243E-19
  200.1400   3.1496E-19   3.1150E-19   3.1150E-19   3.1221E-19
  200.1500   3.1508E-19   3.1180E-19   3.1126E-19   3.1216E-19
  200.1600   3.1499E-19   3.1205E-19   3.1119E-19   3.1221E-19
  200.1700   3.1476E-19   3.1187E-19   3.1096E-19   3.1220E-19
  200.1800   3.1501E-19   3.1158E-19   3.1077E-19   3.1217E-19
  200.1900   3.1500E-19   3.1127E-19   3.1074E-19   3.1212E-19
  200.2000   3.1500E-19   3.1109E-19   3.1060E-19   3.1216E-19
  200.2100   3.1486E-19   3.1101E-19   3.1076E-19   3.1202E-19
  200.2200   3.1469E-19   3.1099E-19   3.1105E-19   3.1175E-19
  200.2300   3.1476E-19   3.1112E-19   3.1132E-19   3.1158E-19
  200.2400   3.1481E-19   3.1128E-19   3.1145E-19   3.1153E-19
  200.2500   3.1492E-19   3.1110E-19   3.1146E-19   3.1170E-19
  200.2600   3.1474E-19   3.1126E-19   3.1145E-19   3.1180E-19
  200.2700   3.1467E-19   3.1127E-19   3.1142E-19   3.1185E-19
  200.2800   3.1487E-19   3.1141E-19   3.1128E-19   3.1176E-19
  200.2900   3.1490E-19   3.1147E-19   3.1129E-19   3.1172E-19
  200.3000   3.1508E-19   3.1134E-19   3.1137E-19   3.1150E-19
  200.3100   3.1494E-19   3.1132E-19   3.1125E-19   3.1132E-19
  200.3200   3.1484E-19   3.1132E-19   3.1096E-19   3.1116E-19
  200.3300   3.1460E-19   3.1108E-19   3.1094E-19   3.1126E-19
  200.3400   3.1462E-19   3.1105E-19   3.1078E-19   3.1140E-19
  200.3500   3.1451E-19   3.1110E-19   3.1082E-19   3.1147E-19
  200.3600   3.1461E-19   3.1127E-19   3.1084E-19   3.1166E-19
  200.3700   3.1455E-19   3.1129E-19   3.1092E-19   3.1177E-19
  200.3800   3.1464E-19   3.1127E-19   3.1103E-19   3.1181E-19
  200.3900   3.1483E-19   3.1131E-19   3.1098E-19   3.1182E-19
  200.4000   3.1519E-19   3.1131E-19   3.1088E-19   3.1175E-19
  200.4100   3.1527E-19   3.1112E-19   3.1083E-19   3.1180E-19
  200.4200   3.1547E-19   3.1102E-19   3.1055E-19   3.1195E-19
  200.4300   3.1535E-19   3.1109E-19   3.1062E-19   3.1206E-19
  200.4400   3.1541E-19   3.1106E-19   3.1062E-19   3.1213E-19
  200.4500   3.1521E-19   3.1104E-19   3.1080E-19   3.1201E-19
  200.4600   3.1511E-19   3.1109E-19   3.1092E-19   3.1215E-19
  200.4700   3.1532E-19   3.1117E-19   3.1103E-19   3.1214E-19
  200.4800   3.1539E-19   3.1116E-19   3.1107E-19   3.1185E-19
  200.4900   3.1502E-19   3.1119E-19   3.1085E-19   3.1149E-19
  200.5000   3.1510E-19   3.1122E-19   3.1067E-19   3.1121E-19
  200.5100   3.1498E-19   3.1105E-19   3.1061E-19   3.1100E-19
  200.5200   3.1500E-19   3.1091E-19   3.1050E-19   3.1099E-19
  200.5300   3.1470E-19   3.1080E-19   3.1053E-19   3.1105E-19
  200.5400   3.1465E-19   3.1069E-19   3.1057E-19   3.1129E-19
  200.5500   3.1457E-19   3.1076E-19   3.1053E-19   3.1137E-19
  200.5600   3.1446E-19   3.1065E-19   3.1052E-19   3.1125E-19
  200.5700   3.1422E-19   3.1060E-19   3.1040E-19   3.1133E-19
  200.5800   3.1424E-19   3.1056E-19   3.1027E-19   3.1132E-19
  200.5900   3.1420E-19   3.1036E-19   3.1015E-19   3.1128E-19
  200.6000   3.1437E-19   3.1038E-19   3.0997E-19   3.1139E-19
  200.6100   3.1453E-19   3.1033E-19   3.0985E-19   3.1130E-19
  200.6200   3.1412E-19   3.1026E-19   3.0978E-19   3.1121E-19
  200.6300   3.1416E-19   3.1034E-19   3.0966E-19   3.1108E-19
  200.6400   3.1403E-19   3.1039E-19   3.0963E-19   3.1099E-19
  200.6500   3.1379E-19   3.1047E-19   3.0978E-19   3.1104E-19
  200.6600   3.1371E-19   3.1061E-19   3.0984E-19   3.1106E-19
  200.6700   3.1340E-19   3.1068E-19   3.0995E-19   3.1103E-19
  200.6800   3.1301E-19   3.1062E-19   3.0995E-19   3.1108E-19
  200.6900   3.1305E-19   3.1069E-19   3.0984E-19   3.1121E-19
  200.7000   3.1309E-19   3.1057E-19   3.0990E-19   3.1118E-19
  200.7100   3.1317E-19   3.1062E-19   3.0992E-19   3.1120E-19
  200.7200   3.1317E-19   3.1073E-19   3.0991E-19   3.1117E-19
  200.7300   3.1333E-19   3.1088E-19   3.0999E-19   3.1115E-19
  200.7400   3.1326E-19   3.1078E-19   3.0997E-19   3.1116E-19
  200.7500   3.1337E-19   3.1082E-19   3.0989E-19   3.1128E-19
  200.7600   3.1317E-19   3.1070E-19   3.0977E-19   3.1128E-19
  200.7700   3.1332E-19   3.1079E-19   3.0965E-19   3.1148E-19
  200.7800   3.1332E-19   3.1070E-19   3.0964E-19   3.1144E-19
  200.7900   3.1351E-19   3.1068E-19   3.0954E-19   3.1153E-19
  200.8000   3.1349E-19   3.1048E-19   3.0951E-19   3.1141E-19
  200.8100   3.1327E-19   3.1038E-19   3.0951E-19   3.1141E-19
  200.8200   3.1360E-19   3.1016E-19   3.0945E-19   3.1125E-19
  200.8300   3.1348E-19   3.1017E-19   3.0946E-19   3.1126E-19
  200.8400   3.1358E-19   3.1011E-19   3.0944E-19   3.1126E-19
  200.8500   3.1354E-19   3.1022E-19   3.0948E-19   3.1138E-19
  200.8600   3.1347E-19   3.1021E-19   3.0945E-19   3.1128E-19
  200.8700   3.1317E-19   3.1026E-19   3.0933E-19   3.1130E-19
  200.8800   3.1355E-19   3.1010E-19   3.0920E-19   3.1111E-19
  200.8900   3.1365E-19   3.1014E-19   3.0909E-19   3.1103E-19
  200.9000   3.1359E-19   3.1025E-19   3.0917E-19   3.1096E-19
  200.9100   3.1360E-19   3.1028E-19   3.0934E-19   3.1090E-19
  200.9200   3.1386E-19   3.1023E-19   3.0934E-19   3.1108E-19
  200.9300   3.1365E-19   3.1052E-19   3.0933E-19   3.1116E-19
  200.9400   3.1362E-19   3.1064E-19   3.0930E-19   3.1115E-19
  200.9500   3.1360E-19   3.1060E-19   3.0916E-19   3.1108E-19
  200.9600   3.1349E-19   3.1041E-19   3.0912E-19   3.1106E-19
  200.9700   3.1337E-19   3.1033E-19   3.0913E-19   3.1103E-19
  200.9800   3.1316E-19   3.1030E-19   3.0931E-19   3.1107E-19
  200.9900   3.1286E-19   3.1025E-19   3.0953E-19   3.1100E-19
  201.0000   3.1250E-19   3.1033E-19   3.0961E-19   3.1092E-19
  201.0100   3.1255E-19   3.1043E-19   3.0966E-19   3.1083E-19
  201.0200   3.1233E-19   3.1056E-19   3.0965E-19   3.1070E-19
  201.0300   3.1238E-19   3.1067E-19   3.0958E-19   3.1060E-19
  201.0400   3.1248E-19   3.1074E-19   3.0953E-19   3.1065E-19
  201.0500   3.1260E-19   3.1083E-19   3.0951E-19   3.1077E-19
  201.0600   3.1263E-19   3.1091E-19   3.0954E-19   3.1086E-19
  201.0700   3.1289E-19   3.1104E-19   3.0963E-19   3.1096E-19
  201.0800   3.1279E-19   3.1104E-19   3.0977E-19   3.1074E-19
  201.0900   3.1305E-19   3.1079E-19   3.0983E-19   3.1070E-19
  201.1000   3.1300E-19   3.1070E-19   3.0993E-19   3.1067E-19
  201.1100   3.1306E-19   3.1075E-19   3.0989E-19   3.1075E-19
  201.1200   3.1321E-19   3.1064E-19   3.0970E-19   3.1078E-19
  201.1300   3.1293E-19   3.1065E-19   3.0971E-19   3.1098E-19
  201.1400   3.1285E-19   3.1063E-19   3.0972E-19   3.1099E-19
  201.1500   3.1279E-19   3.1070E-19   3.0972E-19   3.1101E-19
  201.1600   3.1308E-19   3.1065E-19   3.0977E-19   3.1083E-19
  201.1700   3.1338E-19   3.1064E-19   3.0983E-19   3.1086E-19
  201.1800   3.1356E-19   3.1057E-19   3.0999E-19   3.1089E-19
  201.1900   3.1383E-19   3.1063E-19   3.1007E-19   3.1094E-19
  201.2000   3.1409E-19   3.1074E-19   3.1003E-19   3.1099E-19
  201.2100   3.1411E-19   3.1083E-19   3.1005E-19   3.1093E-19
  201.2200   3.1450E-19   3.1084E-19   3.1014E-19   3.1087E-19
  201.2300   3.1431E-19   3.1096E-19   3.1012E-19   3.1103E-19
  201.2400   3.1431E-19   3.1090E-19   3.1012E-19   3.1106E-19
  201.2500   3.1445E-19   3.1085E-19   3.1012E-19   3.1115E-19
  201.2600   3.1458E-19   3.1075E-19   3.1022E-19   3.1135E-19
  201.2700   3.1463E-19   3.1083E-19   3.1035E-19   3.1136E-19
  201.2800   3.1478E-19   3.1096E-19   3.1037E-19   3.1133E-19
  201.2900   3.1479E-19   3.1103E-19   3.1040E-19   3.1125E-19
  201.3000   3.1423E-19   3.1119E-19   3.1048E-19   3.1131E-19
  201.3100   3.1419E-19   3.1137E-19   3.1037E-19   3.1143E-19
  201.3200   3.1412E-19   3.1133E-19   3.1023E-19   3.1147E-19
  201.3300   3.1437E-19   3.1116E-19   3.1016E-19   3.1146E-19
  201.3400   3.1466E-19   3.1099E-19   3.1027E-19   3.1140E-19
  201.3500   3.1509E-19   3.1100E-19   3.1026E-19   3.1130E-19
  201.3600   3.1513E-19   3.1092E-19   3.1029E-19   3.1114E-19
  201.3700   3.1514E-19   3.1107E-19   3.1041E-19   3.1100E-19
  201.3800   3.1513E-19   3.1126E-19   3.1048E-19   3.1100E-19
  201.3900   3.1504E-19   3.1140E-19   3.1039E-19   3.1114E-19
  201.4000   3.1448E-19   3.1156E-19   3.1028E-19   3.1126E-19
  201.4100   3.1425E-19   3.1145E-19   3.1024E-19   3.1126E-19
  201.4200   3.1445E-19   3.1129E-19   3.1023E-19   3.1123E-19
  201.4300   3.1445E-19   3.1143E-19   3.1016E-19   3.1133E-19
  201.4400   3.1426E-19   3.1138E-19   3.1021E-19   3.1118E-19
  201.4500   3.1428E-19   3.1147E-19   3.1035E-19   3.1128E-19
  201.4600   3.1429E-19   3.1143E-19   3.1050E-19   3.1156E-19
  201.4700   3.1467E-19   3.1148E-19   3.1052E-19   3.1176E-19
  201.4800   3.1441E-19   3.1157E-19   3.1066E-19   3.1182E-19
  201.4900   3.1431E-19   3.1153E-19   3.1072E-19   3.1191E-19
  201.5000   3.1433E-19   3.1157E-19   3.1069E-19   3.1193E-19
  201.5100   3.1385E-19   3.1174E-19   3.1072E-19   3.1182E-19
  201.5200   3.1381E-19   3.1165E-19   3.1077E-19   3.1177E-19
  201.5300   3.1436E-19   3.1160E-19   3.1088E-19   3.1202E-19
  201.5400   3.1480E-19   3.1164E-19   3.1094E-19   3.1228E-19
  201.5500   3.1485E-19   3.1169E-19   3.1088E-19   3.1225E-19
  201.5600   3.1518E-19   3.1175E-19   3.1089E-19   3.1232E-19
  201.5700   3.1545E-19   3.1190E-19   3.1094E-19   3.1233E-19
  201.5800   3.1521E-19   3.1202E-19   3.1085E-19   3.1210E-19
  201.5900   3.1455E-19   3.1194E-19   3.1092E-19   3.1202E-19
  201.6000   3.1467E-19   3.1186E-19   3.1111E-19   3.1198E-19
  201.6100   3.1476E-19   3.1181E-19   3.1113E-19   3.1206E-19
  201.6200   3.1423E-19   3.1189E-19   3.1120E-19   3.1214E-19
  201.6300   3.1408E-19   3.1185E-19   3.1113E-19   3.1222E-19
  201.6400   3.1380E-19   3.1190E-19   3.1103E-19   3.1217E-19
  201.6500   3.1375E-19   3.1192E-19   3.1115E-19   3.1192E-19
  201.6600   3.1355E-19   3.1182E-19   3.1114E-19   3.1176E-19
  201.6700   3.1399E-19   3.1180E-19   3.1131E-19   3.1185E-19
  201.6800   3.1390E-19   3.1187E-19   3.1138E-19   3.1179E-19
  201.6900   3.1418E-19   3.1186E-19   3.1122E-19   3.1180E-19
  201.7000   3.1426E-19   3.1179E-19   3.1124E-19   3.1191E-19
  201.7100   3.1474E-19   3.1191E-19   3.1107E-19   3.1207E-19
  201.7200   3.1468E-19   3.1199E-19   3.1105E-19   3.1208E-19
  201.7300   3.1453E-19   3.1207E-19   3.1122E-19   3.1212E-19
  201.7400   3.1466E-19   3.1219E-19   3.1133E-19   3.1216E-19
  201.7500   3.1477E-19   3.1241E-19   3.1158E-19   3.1234E-19
  201.7600   3.1442E-19   3.1255E-19   3.1170E-19   3.1216E-19
  201.7700   3.1471E-19   3.1250E-19   3.1169E-19   3.1191E-19
  201.7800   3.1465E-19   3.1240E-19   3.1164E-19   3.1176E-19
  201.7900   3.1433E-19   3.1261E-19   3.1153E-19   3.1179E-19
  201.8000   3.1415E-19   3.1269E-19   3.1149E-19   3.1180E-19
  201.8100   3.1377E-19   3.1269E-19   3.1150E-19   3.1195E-19
  201.8200   3.1362E-19   3.1289E-19   3.1156E-19   3.1215E-19
  201.8300   3.1395E-19   3.1287E-19   3.1162E-19   3.1240E-19
  201.8400   3.1418E-19   3.1294E-19   3.1175E-19   3.1233E-19
  201.8500   3.1418E-19   3.1274E-19   3.1191E-19   3.1236E-19
  201.8600   3.1474E-19   3.1270E-19   3.1185E-19   3.1250E-19
  201.8700   3.1489E-19   3.1277E-19   3.1180E-19   3.1268E-19
  201.8800   3.1529E-19   3.1299E-19   3.1190E-19   3.1253E-19
  201.8900   3.1510E-19   3.1297E-19   3.1185E-19   3.1254E-19
  201.9000   3.1539E-19   3.1324E-19   3.1202E-19   3.1269E-19
  201.9100   3.1552E-19   3.1327E-19   3.1221E-19   3.1280E-19
  201.9200   3.1560E-19   3.1321E-19   3.1246E-19   3.1306E-19
  201.9300   3.1501E-19   3.1299E-19   3.1272E-19   3.1328E-19
  201.9400   3.1544E-19   3.1277E-19   3.1276E-19   3.1367E-19
  201.9500   3.1553E-19   3.1273E-19   3.1284E-19   3.1396E-19
  201.9600   3.1563E-19   3.1295E-19   3.1296E-19   3.1414E-19
  201.9700   3.1563E-19   3.1305E-19   3.1280E-19   3.1420E-19
  201.9800   3.1552E-19   3.1330E-19   3.1287E-19   3.1433E-19
  201.9900   3.1561E-19   3.1329E-19   3.1287E-19   3.1433E-19
  202.0000   3.1573E-19   3.1319E-19   3.1288E-19   3.1417E-19
  202.0100   3.1563E-19   3.1322E-19   3.1292E-19   3.1395E-19
  202.0200   3.1578E-19   3.1326E-19   3.1301E-19   3.1384E-19
